,Date,Price
0,2021-11-01,33680.3917
1,2021-11-02,39984.1036
2,2021-11-03,43268.3942
3,2021-11-04,45692.7333
4,2021-11-05,49036.6255
5,2021-11-06,46642.4417
6,2021-11-07,47977.1448
7,2021-11-08,54380.0701
8,2021-11-09,43268.3942
9,2021-11-10,55263.626
10,2021-11-11,46642.4417
11,2021-11-12,40363.4925
12,2021-11-13,62767.1601
13,2021-11-14,33609.6148
