,Date,Price
0,2021-11-01,4262.6795
1,2021-11-02,2242.8916
2,2021-11-03,3262.1297
3,2021-11-04,3427.6201
4,2021-11-05,4100.1414
5,2021-11-06,2974.0166
6,2021-11-07,3520.3637
7,2021-11-08,3216.7401
8,2021-11-09,2930.4907
9,2021-11-10,2980.621
10,2021-11-11,4312.6402
11,2021-11-12,2090.9668
12,2021-11-13,3204.1248
13,2021-11-14,4148.1744
